service_no,user_no,inst_no,start_date,end_date,care_service,alert_service,check_service
83465,10,1,2024-03-15,2024-05-29,N,N,Y
83466,7,23,2020-04-15,2021-02-20,N,N,Y
83467,15,14,2020-02-12,2020-05-15,N,N,Y
83468,5,2,2020-12-24,2021-01-07,N,N,N
83469,14,15,2020-10-29,2021-03-19,N,Y,N
83470,14,15,2020-06-30,2020-10-04,Y,N,Y
83471,8,23,2022-03-07,2022-04-26,N,N,Y
83472,4,6,2020-03-23,2020-09-26,Y,N,N
83473,7,22,2021-07-15,2022-04-05,N,N,N
83474,9,14,2020-10-07,2021-04-17,N,N,N
83475,11,7,2023-12-30,2024-09-13,N,N,Y
83476,8,15,2023-08-31,2024-07-30,N,N,Y
83477,8,17,2020-10-02,2021-09-05,N,N,N
83478,12,3,2022-10-01,2023-05-18,Y,N,N
83479,2,17,2021-11-04,2021-12-13,N,Y,Y
83480,14,4,2020-03-14,2021-02-15,N,Y,N
83481,7,16,2021-02-01,2021-09-18,N,N,Y
83482,15,12,2022-11-26,2023-02-02,N,Y,N
83483,10,2,2023-10-18,2024-09-16,Y,N,Y
83484,9,20,2020-02-28,2020-06-13,Y,Y,N
83485,10,22,2022-08-08,2023-02-17,N,N,Y
83486,12,7,2022-04-08,2022-04-16,Y,N,Y
83487,2,8,2020-01-21,2020-07-09,N,Y,N
83488,1,1,2022-10-27,2023-09-27,Y,N,Y
83489,15,9,2023-09-24,2024-01-29,Y,Y,N
83490,12,10,2022-11-12,2023-09-11,N,Y,N
83491,12,9,2020-07-12,2021-04-02,Y,N,N
83492,4,17,2020-11-08,2021-05-11,Y,N,N
83493,9,19,2021-01-12,2021-05-10,Y,N,Y
83494,13,12,2020-02-11,2020-08-27,Y,Y,Y
83495,10,16,2022-11-20,2023-06-01,Y,Y,Y
83496,1,10,2022-11-11,2022-12-06,Y,N,Y
83497,1,19,2023-06-27,2023-10-04,Y,Y,N
83498,9,3,2022-06-21,2022-10-17,N,Y,Y
83499,3,7,2020-04-19,2021-03-18,N,Y,N
83500,15,1,2021-03-26,2021-11-12,Y,N,N
83501,8,18,2023-08-30,2024-03-23,Y,N,Y
83502,8,18,2021-07-02,2021-12-31,N,N,N
83503,5,7,2023-04-12,2023-12-05,Y,Y,Y
83504,5,22,2021-01-14,2021-08-06,Y,N,N
83505,13,11,2021-06-08,2021-06-17,Y,Y,Y
83506,14,12,2022-10-15,2022-12-05,N,N,Y
83507,1,4,2024-04-10,2024-05-06,Y,N,Y
83508,8,13,2020-10-28,2021-06-08,N,N,N
83509,4,4,2021-09-20,2022-01-16,N,N,Y
83510,11,19,2023-11-22,2024-01-23,Y,N,Y
83511,6,12,2022-01-07,2022-11-04,Y,N,Y
83512,13,2,2020-04-15,2020-06-27,Y,Y,N
83513,10,15,2022-06-30,2023-03-11,Y,N,N
83514,6,20,2021-01-31,2021-08-30,N,Y,Y
83515,2,17,2020-12-21,2021-06-13,Y,Y,Y
83516,2,22,2024-04-01,2024-05-06,N,N,Y
83517,11,15,2024-04-02,2024-04-30,Y,N,Y
83518,2,13,2020-10-29,2020-11-10,Y,Y,N
83519,2,23,2020-08-11,2021-01-22,N,N,Y
83520,12,17,2022-02-26,2022-03-30,Y,Y,N
83521,6,20,2024-03-25,2024-12-30,Y,Y,Y
83522,2,17,2020-11-07,2021-08-31,Y,N,N
83523,8,2,2024-02-29,2024-05-27,N,N,N
83524,7,8,2022-05-12,2022-06-29,Y,N,N
83525,3,15,2022-09-10,2023-05-26,N,N,N
83526,13,18,2020-02-20,2020-07-15,Y,N,Y
83527,5,6,2021-05-26,2021-11-05,Y,N,N
83528,1,18,2024-01-08,2024-10-13,N,N,N
83529,7,20,2023-06-26,2024-04-28,Y,N,Y
83530,1,22,2021-10-03,2022-09-01,N,N,Y
83531,15,23,2021-02-13,2022-02-02,Y,Y,Y
83532,5,11,2020-01-27,2020-08-10,Y,N,N
83533,3,9,2021-07-04,2021-09-02,N,Y,N
83534,13,9,2023-07-14,2024-04-06,N,N,N
83535,10,14,2020-11-01,2021-04-21,Y,N,Y
83536,5,11,2023-09-05,2024-04-21,N,Y,N
83537,1,3,2021-01-16,2021-05-13,N,N,N
83538,6,18,2020-10-17,2020-12-30,Y,N,Y
83539,5,19,2020-10-19,2021-09-30,N,N,Y
83540,15,6,2021-05-21,2021-08-08,Y,N,Y
83541,4,21,2020-01-10,2020-07-01,Y,Y,N
83542,8,14,2022-06-28,2023-01-06,Y,Y,Y
83543,8,14,2021-10-01,2022-05-10,N,Y,N
83544,15,6,2021-12-29,2022-11-16,Y,N,Y
83545,13,11,2023-07-23,2024-01-27,Y,N,Y
83546,7,18,2022-06-09,2023-01-14,Y,Y,N
83547,2,14,2020-08-26,2021-08-05,Y,Y,Y
83548,4,7,2023-11-08,2024-04-19,Y,Y,Y
83549,1,6,2020-04-01,2020-11-01,N,Y,N
83550,15,16,2020-12-14,2021-08-08,N,Y,Y
83551,4,19,2020-03-24,2020-12-09,N,N,N
83552,12,8,2024-02-01,2024-11-03,Y,Y,N
83553,15,22,2022-07-06,2022-07-30,Y,N,N
83554,7,14,2020-10-02,2021-09-18,Y,N,Y
83555,4,23,2022-12-18,2023-01-09,N,Y,N
83556,10,19,2021-07-11,2022-01-03,Y,N,N
83557,6,21,2022-02-03,2023-01-19,Y,N,N
83558,5,20,2021-07-20,2022-05-19,Y,Y,N
83559,14,18,2020-11-25,2021-01-02,N,Y,Y
83560,10,14,2023-06-28,2023-10-18,Y,Y,Y
83561,15,11,2023-01-22,2024-01-21,Y,Y,Y
83562,15,4,2021-07-15,2021-10-13,N,N,N
83563,14,3,2022-07-13,2022-07-20,Y,N,N
83564,14,21,2021-02-15,2021-03-20,Y,Y,Y
83565,13,7,2024-05-07,2025-01-21,Y,Y,Y
83566,5,3,2024-04-26,2025-04-25,N,Y,N
83567,4,3,2020-01-07,2020-08-16,Y,Y,Y
83568,4,23,2020-11-10,2021-03-07,Y,N,N
83569,2,16,2024-01-18,2024-10-05,Y,Y,N
83570,13,1,2021-06-02,2022-02-03,N,Y,N
83571,8,1,2022-12-16,2023-07-27,N,Y,N
83572,13,20,2021-07-26,2022-05-08,N,N,Y
83573,1,8,2023-06-23,2024-02-14,N,Y,Y
83574,2,22,2024-05-22,2024-07-13,Y,N,N
83575,8,12,2023-10-09,2023-11-23,Y,N,Y
83576,2,12,2022-03-07,2022-12-31,N,Y,N
83577,2,1,2022-04-24,2023-04-13,N,N,N
83578,9,15,2022-10-30,2022-12-30,N,N,Y
83579,12,23,2020-10-30,2021-10-22,N,N,Y
83580,12,18,2022-03-16,2022-08-10,Y,Y,N
83581,12,17,2020-03-26,2020-12-24,N,Y,Y
83582,11,19,2021-11-28,2021-12-21,N,Y,N
83583,5,3,2024-03-22,2024-05-04,N,Y,N
83584,14,22,2021-08-16,2022-04-07,N,Y,N
83585,13,7,2023-06-18,2024-04-28,Y,N,Y
83586,13,21,2020-08-13,2021-03-08,N,Y,N
83587,12,14,2021-07-07,2021-11-20,N,Y,Y
83588,6,21,2023-07-03,2024-02-09,Y,N,Y
83589,2,2,2021-02-02,2021-11-24,N,Y,Y
83590,8,22,2023-03-28,2024-03-10,N,N,N
83591,2,19,2021-08-25,2022-08-11,Y,Y,N
83592,7,15,2022-02-19,2022-12-18,N,Y,N
83593,9,5,2020-10-01,2021-07-24,Y,Y,Y
83594,15,18,2020-10-17,2021-09-15,N,N,N
83595,9,7,2023-05-08,2023-09-12,N,N,Y
83596,5,13,2022-06-11,2023-06-02,Y,Y,N
83597,6,6,2023-01-07,2023-04-13,N,Y,N
83598,4,17,2020-12-28,2021-11-17,Y,N,Y
83599,8,3,2024-03-21,2024-10-09,Y,Y,N
83600,11,13,2021-01-30,2021-07-13,N,Y,Y
83601,8,14,2023-10-27,2024-01-31,N,Y,N
83602,10,7,2021-08-30,2022-02-22,Y,N,Y
83603,15,3,2021-11-13,2022-08-17,N,Y,Y
83604,9,20,2024-02-25,2024-10-23,Y,Y,Y
83605,6,7,2022-06-10,2022-10-18,Y,N,N
83606,12,5,2021-12-11,2022-10-12,Y,Y,Y
83607,9,22,2020-01-11,2020-03-12,Y,N,Y
83608,14,12,2023-09-16,2024-08-26,N,Y,Y
83609,5,6,2022-08-01,2022-08-22,N,N,Y
83610,15,13,2023-05-10,2024-02-04,Y,N,N
83611,4,8,2022-06-18,2023-05-17,N,N,Y
83612,10,14,2020-11-18,2021-05-22,N,Y,N
83613,3,21,2021-09-29,2021-11-25,Y,N,N
83614,11,5,2024-05-07,2024-11-02,N,Y,N
83615,14,4,2024-04-27,2024-06-19,Y,Y,N
83616,4,7,2022-05-04,2022-11-02,Y,Y,N
83617,6,8,2023-03-17,2023-03-26,Y,Y,Y
83618,6,16,2021-06-15,2021-12-22,N,N,Y
83619,7,7,2021-12-15,2022-04-04,N,N,N
83620,5,7,2020-07-14,2020-11-22,Y,Y,N
83621,6,17,2022-08-03,2023-06-24,N,Y,Y
83622,7,14,2021-10-05,2022-04-20,N,Y,N
83623,3,2,2023-08-08,2024-02-26,Y,N,Y
83624,14,11,2022-02-12,2022-09-01,N,Y,Y
83625,6,7,2021-12-10,2022-01-17,N,Y,N
83626,15,22,2020-11-15,2021-08-17,Y,Y,Y
83627,9,18,2022-08-03,2022-09-21,N,Y,Y
83628,11,5,2022-07-21,2022-09-08,Y,Y,N
83629,5,22,2020-06-24,2021-01-13,Y,Y,Y
83630,8,12,2023-06-16,2023-10-02,Y,N,Y
83631,12,15,2024-02-03,2024-06-25,Y,N,N
83632,11,3,2023-12-26,2024-07-20,Y,Y,Y
83633,8,1,2021-04-05,2021-09-10,Y,Y,N
83634,13,13,2023-02-11,2024-01-01,N,N,N
83635,1,16,2021-07-29,2021-10-09,Y,N,N
83636,7,18,2020-08-02,2020-11-01,Y,Y,Y
83637,11,5,2023-08-11,2024-07-08,Y,N,N
83638,11,3,2021-09-08,2022-06-13,N,Y,N
83639,15,7,2021-03-09,2022-01-18,Y,N,N
83640,6,20,2024-01-24,2025-01-05,Y,N,N
83641,6,16,2021-07-02,2021-12-08,N,Y,Y
83642,2,17,2024-03-21,2024-07-30,Y,N,N
83643,14,8,2023-07-22,2023-09-09,N,N,N
83644,12,20,2021-12-02,2022-03-28,N,N,N
83645,2,2,2021-01-07,2021-09-23,Y,N,N
83646,3,21,2020-09-27,2021-01-18,Y,Y,N
83647,10,1,2020-06-13,2020-08-26,Y,N,N
83648,13,8,2024-05-01,2024-12-29,N,Y,N
83649,4,22,2020-12-08,2021-04-01,Y,Y,N
83650,5,15,2020-09-25,2021-05-08,Y,Y,N
83651,5,8,2023-07-28,2024-05-07,N,Y,N
83652,10,23,2021-05-31,2022-01-13,Y,N,N
83653,12,6,2022-07-17,2023-02-10,N,Y,Y
83654,9,12,2021-05-18,2021-11-10,Y,N,Y
83655,10,20,2020-01-08,2020-02-17,Y,N,N
83656,1,12,2022-11-24,2023-06-01,N,N,N
83657,6,15,2021-02-25,2022-01-27,Y,N,N
83658,2,9,2020-08-17,2020-09-05,N,N,N
83659,6,8,2023-07-27,2023-12-04,Y,N,N
83660,11,1,2024-03-06,2024-07-01,Y,N,Y
83661,10,9,2023-07-11,2024-04-11,N,Y,N
83662,15,8,2020-02-29,2020-05-14,Y,N,Y
83663,11,18,2023-11-02,2024-05-16,N,N,N
83664,14,19,2020-09-28,2021-09-25,N,Y,N
83665,7,11,2023-06-26,2023-07-14,Y,Y,Y
83666,1,19,2022-01-22,2022-03-19,N,N,Y
83667,8,16,2022-09-16,2023-05-26,Y,Y,N
83668,13,21,2023-04-03,2023-11-26,N,N,N
83669,3,8,2022-04-05,2022-07-30,N,Y,N
83670,7,5,2020-02-28,2020-10-12,N,Y,Y
83671,3,15,2022-08-16,2022-09-09,N,Y,Y
83672,15,15,2021-03-08,2021-07-26,Y,N,N
83673,7,22,2020-09-19,2021-05-26,Y,Y,Y
83674,11,10,2023-02-02,2023-02-15,Y,Y,Y
83675,5,10,2021-09-18,2022-03-31,Y,N,N
83676,9,19,2020-04-21,2020-07-16,N,N,N
83677,2,15,2020-08-02,2021-05-21,N,N,Y
83678,10,23,2024-03-04,2024-06-13,N,N,Y
83679,10,9,2024-04-30,2024-05-27,Y,N,Y
83680,9,17,2021-05-06,2021-08-25,N,Y,N
83681,10,13,2023-11-29,2024-03-17,Y,Y,N
83682,1,14,2021-03-12,2021-08-03,Y,N,Y
83683,3,22,2021-04-12,2021-09-18,Y,N,N
83684,11,22,2020-09-05,2021-05-08,N,Y,Y
83685,14,2,2020-08-22,2021-03-07,N,N,N
83686,12,14,2020-06-09,2021-05-22,N,N,N
83687,14,12,2022-01-15,2022-01-20,N,Y,Y
83688,5,4,2020-09-24,2021-03-07,N,Y,Y
83689,14,8,2024-04-29,2024-11-29,Y,Y,N
83690,7,12,2023-05-08,2023-05-31,Y,Y,Y
83691,10,15,2021-05-09,2022-05-01,N,Y,N
83692,11,16,2022-03-28,2023-01-19,Y,N,Y
83693,1,3,2024-03-10,2025-02-05,N,N,N
83694,8,17,2020-07-30,2021-03-05,Y,N,N
83695,7,3,2023-02-04,2023-05-18,N,N,Y
83696,15,12,2020-01-14,2020-10-02,N,Y,N
83697,4,6,2023-08-16,2024-05-02,Y,N,N
83698,13,12,2020-06-26,2020-09-20,Y,N,Y
83699,10,2,2022-10-29,2023-04-11,N,Y,Y
83700,4,2,2020-08-06,2020-11-17,N,N,N
83701,13,17,2020-10-17,2021-09-08,N,N,N
83702,8,8,2024-01-06,2024-07-22,N,N,Y
83703,1,3,2023-07-24,2023-08-14,N,Y,Y
83704,7,1,2020-11-01,2021-01-12,Y,Y,Y
83705,2,6,2022-12-19,2023-06-05,N,N,Y
83706,1,21,2024-03-21,2024-12-08,Y,N,Y
83707,12,7,2022-07-03,2022-09-18,Y,N,Y
83708,2,18,2024-05-31,2025-04-24,Y,N,N
83709,1,22,2022-12-20,2023-03-03,Y,Y,Y
83710,14,2,2020-11-25,2021-10-01,Y,N,N
83711,1,16,2022-02-24,2023-01-26,N,Y,Y
83712,1,1,2020-07-25,2020-12-09,Y,Y,N
83713,1,10,2020-03-27,2020-05-01,Y,N,Y
83714,10,6,2021-02-16,2021-06-29,Y,Y,N
83715,4,1,2024-03-30,2025-02-25,Y,N,Y
83716,6,2,2023-11-28,2024-02-17,Y,N,Y
83717,10,6,2022-12-12,2023-10-31,N,N,N
83718,12,15,2023-03-02,2024-01-03,N,Y,N
83719,3,21,2021-07-12,2021-12-23,Y,Y,N
83720,8,20,2023-01-29,2023-11-10,N,Y,N
83721,6,16,2023-08-20,2024-03-25,Y,Y,N
83722,4,5,2023-12-20,2024-08-11,Y,Y,Y
83723,5,1,2021-11-16,2022-11-08,N,N,Y
83724,6,3,2021-02-25,2021-09-05,Y,N,N
83725,15,2,2020-05-09,2021-03-19,N,N,Y
83726,2,17,2022-06-15,2022-12-02,N,Y,Y
83727,8,17,2021-05-22,2021-10-11,Y,Y,N
83728,11,11,2022-10-16,2023-05-11,Y,Y,N
83729,15,23,2023-08-27,2024-08-17,Y,N,Y
83730,3,1,2024-04-07,2025-03-23,Y,N,Y
83731,5,9,2022-10-03,2023-01-05,Y,Y,N
83732,15,11,2021-11-29,2022-08-17,N,Y,Y
83733,6,3,2021-09-06,2022-03-22,Y,Y,Y
83734,7,16,2021-01-02,2021-12-29,N,Y,N
83735,11,3,2022-04-07,2023-04-04,N,N,N
83736,4,20,2022-04-16,2022-10-01,N,Y,N
83737,1,8,2020-01-10,2020-05-13,Y,N,Y
83738,13,22,2022-01-14,2022-03-03,Y,N,N
83739,13,22,2021-03-04,2022-02-26,N,Y,N
83740,4,15,2023-06-29,2023-11-18,Y,Y,Y
83741,3,5,2022-12-18,2023-04-04,N,Y,Y
83742,13,10,2023-03-23,2023-11-13,N,N,N
83743,13,20,2023-06-29,2024-04-23,N,Y,Y
83744,3,4,2020-12-03,2021-05-27,N,Y,Y
83745,12,5,2022-03-20,2022-06-16,N,Y,Y
83746,7,15,2020-03-10,2021-02-09,N,Y,N
83747,9,5,2023-03-15,2023-08-23,N,N,N
83748,5,1,2020-01-28,2020-02-09,Y,N,Y
83749,6,21,2022-09-25,2023-03-15,N,N,N
83750,6,19,2022-02-11,2022-11-01,N,Y,Y
83751,2,4,2020-10-12,2020-10-26,Y,Y,N
83752,8,12,2023-01-27,2023-07-06,N,Y,N
83753,4,18,2021-04-23,2022-04-12,N,N,Y
83754,7,8,2024-05-05,2024-11-26,Y,Y,Y
83755,14,16,2020-05-15,2020-09-21,Y,Y,Y
83756,11,11,2020-10-02,2020-11-20,Y,Y,Y
83757,10,22,2021-04-20,2022-04-09,Y,Y,N
83758,6,1,2023-05-11,2023-08-26,Y,N,N
83759,5,1,2023-03-15,2023-09-15,Y,N,N
83760,5,16,2020-08-30,2021-07-24,N,Y,Y
83761,13,16,2022-11-18,2023-10-11,Y,Y,N
83762,8,5,2022-09-04,2023-03-12,Y,N,Y
83763,15,1,2023-06-19,2024-05-16,Y,N,N
83764,15,2,2021-02-14,2021-12-22,N,Y,Y
83765,14,5,2023-12-12,2024-01-01,Y,N,Y
83766,6,13,2021-05-27,2022-04-23,Y,N,Y
83767,7,10,2021-10-10,2022-08-11,Y,N,Y
83768,15,9,2023-01-10,2023-02-05,N,N,Y
83769,4,23,2020-01-27,2020-04-03,N,Y,N
83770,4,23,2020-11-09,2021-05-19,Y,Y,Y
83771,6,23,2022-01-07,2022-01-31,N,Y,Y
83772,2,23,2024-03-01,2024-07-26,N,N,N
83773,11,9,2023-08-09,2023-09-14,N,Y,Y
83774,5,7,2022-10-07,2022-11-29,Y,N,Y
83775,10,15,2023-11-02,2024-08-06,Y,Y,N
83776,9,16,2023-12-28,2024-01-13,Y,Y,Y
83777,13,14,2023-11-13,2024-05-14,N,N,Y
83778,14,19,2022-04-21,2023-01-11,N,Y,N
83779,8,21,2020-04-19,2020-12-04,Y,Y,N
83780,13,12,2020-12-20,2021-03-25,N,N,Y
83781,4,16,2022-10-31,2023-04-12,Y,Y,N
83782,14,17,2020-05-26,2020-09-15,N,N,Y
83783,13,2,2021-11-04,2021-12-02,Y,N,Y
83784,12,1,2020-01-03,2020-05-21,Y,Y,N
83785,6,12,2022-01-04,2022-07-01,N,Y,N
83786,12,3,2020-08-02,2021-01-07,Y,Y,Y
83787,6,4,2023-02-06,2023-11-13,N,Y,Y
83788,7,14,2020-10-23,2020-12-19,Y,N,N
83789,15,15,2023-03-28,2024-01-26,N,N,N
83790,12,15,2022-11-06,2023-05-04,Y,N,N
83791,6,22,2023-06-02,2024-01-05,Y,N,Y
83792,14,9,2021-11-08,2022-10-13,N,N,Y
83793,14,19,2021-10-20,2022-02-11,Y,Y,Y
83794,3,3,2024-04-12,2024-08-01,N,Y,Y
83795,3,15,2020-12-12,2021-07-27,N,Y,N
83796,4,21,2022-01-30,2022-05-03,N,Y,N
83797,1,17,2021-05-09,2021-05-25,Y,Y,N
83798,15,12,2020-07-28,2020-08-23,Y,N,Y
83799,9,18,2022-08-10,2022-09-23,Y,Y,N
83800,3,12,2024-01-13,2024-10-12,Y,Y,N
83801,9,20,2022-04-04,2022-08-31,Y,Y,N
83802,3,17,2022-05-31,2022-10-26,Y,N,Y
83803,15,6,2022-08-31,2023-01-25,N,Y,Y
83804,2,18,2021-10-16,2022-09-08,Y,Y,Y
83805,7,14,2022-11-23,2022-12-12,N,Y,Y
83806,3,8,2023-04-15,2024-01-15,N,Y,Y
83807,11,3,2024-02-14,2024-07-02,N,Y,Y
83808,13,15,2024-03-15,2024-11-25,Y,N,N
83809,5,7,2024-03-24,2024-05-21,Y,N,N
83810,2,19,2022-08-13,2022-08-24,Y,N,N
83811,7,7,2020-03-17,2020-06-09,N,N,Y
83812,13,4,2022-01-15,2022-05-13,Y,N,Y
83813,14,8,2022-12-02,2023-08-06,N,N,N
83814,4,1,2022-03-30,2022-09-05,Y,N,Y
83815,4,6,2021-12-02,2022-08-16,Y,Y,Y
83816,5,15,2023-01-21,2023-07-24,N,Y,N
83817,10,16,2021-03-02,2021-05-14,Y,N,Y
83818,6,16,2021-06-02,2022-01-07,N,Y,N
83819,15,2,2021-11-28,2022-04-09,N,Y,N
83820,1,11,2023-01-06,2023-06-09,Y,N,Y
83821,8,2,2023-08-18,2023-10-14,Y,Y,Y
83822,4,6,2020-09-16,2021-06-20,Y,N,Y
83823,14,22,2021-01-04,2021-11-05,Y,Y,Y
83824,2,3,2021-08-21,2022-03-21,Y,Y,Y
83825,10,10,2020-05-02,2020-06-27,Y,N,Y
83826,13,12,2023-06-01,2023-06-10,Y,Y,Y
83827,5,20,2022-10-31,2023-06-13,Y,N,Y
83828,13,14,2020-12-01,2021-04-13,Y,Y,N
83829,9,18,2021-11-20,2022-01-08,N,N,Y
83830,1,8,2021-01-27,2021-11-25,Y,N,Y
83831,8,6,2021-06-21,2022-04-17,Y,Y,N
83832,9,15,2020-03-19,2020-05-18,N,Y,N
83833,15,15,2022-04-11,2023-04-08,Y,Y,N
83834,3,4,2021-04-28,2022-03-12,N,Y,N
83835,2,11,2023-02-12,2023-07-24,Y,Y,N
83836,11,7,2021-11-08,2022-06-05,N,N,N
83837,1,7,2023-10-25,2024-05-15,Y,N,N
83838,10,12,2022-08-23,2022-10-29,Y,Y,Y
83839,7,13,2023-12-15,2024-08-12,N,N,N
83840,10,20,2024-01-08,2024-10-25,Y,Y,N
83841,13,21,2020-06-18,2021-03-19,N,N,Y
83842,4,20,2023-11-14,2024-09-19,N,Y,N
83843,1,11,2023-10-08,2024-08-11,N,Y,N
83844,10,18,2023-12-30,2024-07-23,Y,N,Y
83845,4,12,2022-01-16,2022-07-07,N,Y,N
83846,14,16,2020-12-17,2021-08-16,Y,Y,N
83847,13,9,2020-01-09,2020-05-28,Y,Y,Y
83848,10,22,2020-06-05,2020-07-29,Y,N,Y
83849,3,10,2022-06-11,2022-07-10,N,Y,Y
83850,5,13,2023-11-08,2024-03-02,N,Y,N
83851,7,14,2021-05-11,2021-09-12,N,N,Y
83852,5,22,2022-09-19,2023-06-14,Y,N,N
83853,4,11,2020-02-18,2020-03-05,N,Y,N
83854,5,8,2020-10-07,2021-05-03,Y,Y,N
83855,13,10,2024-05-13,2025-04-12,N,Y,N
83856,2,7,2023-11-03,2024-07-21,Y,N,N
83857,14,12,2021-04-20,2021-10-05,Y,N,Y
83858,3,14,2024-05-20,2025-03-19,Y,Y,Y
83859,12,14,2020-02-16,2020-08-31,N,Y,Y
83860,15,8,2021-07-07,2022-06-12,Y,Y,Y
83861,5,10,2023-10-06,2024-05-10,N,Y,N
83862,2,17,2022-09-23,2022-12-18,Y,Y,Y
83863,8,17,2021-06-27,2022-04-26,N,Y,N
83864,7,17,2023-02-02,2023-03-11,N,Y,N
83865,3,18,2023-05-06,2023-11-04,N,Y,N
83866,5,18,2020-09-24,2020-10-04,Y,Y,Y
83867,8,23,2023-05-20,2023-05-22,N,Y,Y
83868,4,16,2022-12-31,2023-12-20,N,Y,Y
83869,2,11,2020-01-18,2020-07-06,Y,N,Y
83870,14,11,2020-06-01,2020-08-22,N,Y,Y
83871,9,21,2021-03-15,2022-03-07,N,N,N
83872,2,13,2023-01-29,2023-10-08,N,N,N
83873,15,6,2024-05-28,2024-08-13,N,Y,Y
83874,7,19,2020-09-03,2021-01-13,Y,Y,Y
83875,12,23,2022-06-03,2023-05-28,N,Y,N
83876,6,13,2022-04-26,2023-03-29,N,Y,N
83877,9,7,2022-05-31,2023-05-29,N,N,N
83878,8,4,2021-06-17,2021-09-30,Y,N,Y
83879,9,17,2022-10-26,2023-01-25,Y,N,Y
83880,6,6,2020-07-18,2021-04-12,N,Y,N
83881,8,14,2021-02-09,2021-04-27,N,N,Y
83882,13,9,2021-02-02,2021-08-26,N,N,N
83883,5,9,2021-12-20,2022-10-24,N,Y,N
83884,5,11,2020-06-23,2020-10-28,Y,Y,Y
83885,8,5,2024-04-26,2025-01-17,Y,Y,Y
83886,7,23,2020-04-01,2020-12-09,Y,Y,Y
83887,1,20,2023-12-16,2024-04-06,Y,Y,N
83888,5,15,2023-10-16,2024-09-24,N,N,N
83889,9,7,2023-08-24,2024-05-16,N,Y,N
83890,10,7,2023-06-07,2024-05-25,N,Y,N
83891,14,15,2024-04-01,2025-03-24,N,Y,N
83892,11,4,2022-06-22,2023-02-28,N,Y,N
83893,15,7,2021-04-01,2022-03-06,N,Y,N
83894,10,14,2020-07-15,2021-05-13,Y,Y,N
83895,10,17,2020-11-20,2021-11-19,Y,N,N
83896,14,20,2020-03-21,2021-02-16,N,Y,N
83897,4,3,2020-04-20,2021-01-12,N,Y,N
83898,4,7,2022-12-14,2023-11-23,N,Y,N
83899,4,1,2020-06-13,2020-10-01,N,N,Y
83900,10,5,2023-10-07,2023-10-14,N,Y,N
83901,11,23,2022-04-05,2022-05-05,Y,N,N
83902,9,16,2022-08-22,2023-04-05,Y,N,Y
83903,15,3,2024-03-13,2024-11-23,N,N,Y
83904,6,14,2023-05-10,2023-11-13,N,N,Y
83905,7,23,2020-08-27,2021-07-24,Y,N,Y
83906,3,12,2020-12-24,2020-12-24,N,Y,N
83907,1,7,2020-03-13,2020-08-01,N,Y,Y
83908,14,1,2022-02-19,2022-05-23,Y,N,Y
83909,13,12,2020-10-01,2021-01-17,N,N,N
83910,5,8,2020-11-06,2021-08-12,Y,Y,N
83911,13,13,2024-02-25,2024-03-18,N,Y,N
83912,13,18,2022-07-07,2023-06-27,N,N,Y
83913,10,5,2020-01-04,2020-03-08,N,N,Y
83914,6,15,2020-06-17,2020-10-22,N,Y,Y
83915,6,5,2022-08-11,2023-05-15,N,N,Y
83916,6,11,2020-09-13,2021-07-18,Y,N,N
83917,3,1,2022-04-12,2023-01-22,Y,N,N
83918,10,5,2021-03-12,2021-11-02,N,N,N
83919,2,20,2021-07-09,2021-10-04,N,N,Y
83920,6,22,2023-01-16,2023-12-11,Y,Y,Y
83921,2,10,2020-09-11,2021-02-06,N,N,N
83922,8,3,2021-06-29,2021-10-23,N,Y,N
83923,8,8,2021-04-16,2021-06-28,N,Y,N
83924,3,21,2023-01-21,2023-09-04,N,Y,N
83925,7,16,2022-06-06,2023-04-28,N,Y,Y
83926,14,7,2023-12-08,2024-11-24,N,Y,Y
83927,1,5,2021-04-02,2021-10-11,Y,N,Y
83928,2,9,2020-04-20,2020-08-08,Y,N,Y
83929,4,17,2023-06-21,2024-05-12,N,Y,N
83930,14,5,2021-07-29,2021-10-09,N,Y,Y
83931,1,18,2020-04-19,2020-12-21,Y,N,Y
83932,15,17,2020-04-01,2020-12-31,Y,N,Y
83933,11,16,2021-03-02,2022-02-10,N,N,N
83934,4,7,2023-07-31,2024-02-18,Y,N,N
83935,2,6,2022-01-29,2022-09-21,Y,N,N
83936,10,15,2022-02-03,2022-10-16,Y,Y,N
83937,1,13,2021-09-21,2022-03-03,Y,N,Y
83938,1,5,2023-09-01,2024-05-16,N,Y,N
83939,9,17,2023-05-25,2024-04-11,N,N,Y
83940,4,16,2023-05-16,2023-09-19,Y,N,Y
83941,6,2,2024-04-24,2025-01-18,Y,Y,Y
83942,6,15,2024-05-18,2025-02-18,N,N,N
83943,5,1,2023-10-04,2024-07-25,Y,N,N
83944,15,9,2021-05-26,2021-07-19,N,Y,Y
83945,14,17,2022-04-01,2022-06-25,N,N,N
83946,11,19,2024-03-21,2024-11-24,N,Y,Y
83947,11,14,2023-03-07,2023-09-18,Y,N,N
83948,8,21,2022-07-05,2023-06-06,Y,Y,Y
83949,3,11,2021-08-01,2022-03-07,N,Y,Y
83950,11,20,2023-08-02,2024-05-16,Y,N,N
83951,12,8,2022-08-03,2022-12-17,Y,Y,N
83952,12,13,2020-05-08,2020-11-20,N,N,N
83953,11,4,2022-03-02,2022-05-18,N,Y,Y
